From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
AKT3	Q9Y243	reviewed	AKT3_HUMAN	"RAC-gamma serine/threonine-protein kinase, EC 2.7.11.1 (Protein kinase Akt-3) (Protein kinase B gamma, PKB gamma) (RAC-PK-gamma) (STK-2)"	AKT3 PKBG	Homo sapiens (Human)	479
AKT3	A0A5F9ZGY0	unreviewed	A0A5F9ZGY0_HUMAN	"Non-specific serine/threonine protein kinase, EC 2.7.11.1"	AKT3	Homo sapiens (Human)	398
AKT3	A0A5F9ZGZ4	unreviewed	A0A5F9ZGZ4_HUMAN	RAC-gamma serine/threonine-protein kinase	AKT3	Homo sapiens (Human)	71
AKT3	A0A5F9ZHA9	unreviewed	A0A5F9ZHA9_HUMAN	RAC-gamma serine/threonine-protein kinase	AKT3	Homo sapiens (Human)	94
AKT3	A0A5F9ZHU3	unreviewed	A0A5F9ZHU3_HUMAN	"Non-specific serine/threonine protein kinase, EC 2.7.11.1"	AKT3	Homo sapiens (Human)	418
AKT3	A0A5K1VW74	unreviewed	A0A5K1VW74_HUMAN	"Non-specific serine/threonine protein kinase, EC 2.7.11.1"	AKT3	Homo sapiens (Human)	456
AKT3	A0A7P0T872	unreviewed	A0A7P0T872_HUMAN	RAC-gamma serine/threonine-protein kinase	AKT3	Homo sapiens (Human)	66
AKT3	A0A7P0T8T9	unreviewed	A0A7P0T8T9_HUMAN	"Non-specific serine/threonine protein kinase, EC 2.7.11.1"	AKT3	Homo sapiens (Human)	437
AKT3	A0A7P0TB29	unreviewed	A0A7P0TB29_HUMAN	RAC-gamma serine/threonine-protein kinase	AKT3	Homo sapiens (Human)	100
AKT3	A0A7P0TB32	unreviewed	A0A7P0TB32_HUMAN	RAC-gamma serine/threonine-protein kinase	AKT3	Homo sapiens (Human)	295
AKT3	A0A7P0TBJ6	unreviewed	A0A7P0TBJ6_HUMAN	RAC-gamma serine/threonine-protein kinase	AKT3	Homo sapiens (Human)	247
AKT3	F8VS91	unreviewed	F8VS91_HUMAN	RAC-gamma serine/threonine-protein kinase	AKT3	Homo sapiens (Human)	139
AKT3	Q56A86	unreviewed	Q56A86_HUMAN	"Non-specific serine/threonine protein kinase, EC 2.7.11.1"	AKT3	Homo sapiens (Human)	466
ALDH2	P05091	reviewed	ALDH2_HUMAN	"Aldehyde dehydrogenase, mitochondrial, EC 1.2.1.3 (ALDH class 2) (ALDH-E2) (ALDHI)"	ALDH2 ALDM	Homo sapiens (Human)	517
ALDH2	A0A384NPN7	unreviewed	A0A384NPN7_HUMAN	"Aldehyde dehydrogenase 2 family (Mitochondrial), isoform CRA_c (Epididymis secretory sperm binding protein)"	ALDH2 hCG_2039620	Homo sapiens (Human)	517
ALDH2	B0LUF9	unreviewed	B0LUF9_HUMAN	ALDH2	ALDH2	Homo sapiens (Human)	35
ALDH2	B0LUG0	unreviewed	B0LUG0_HUMAN	ALDH2	ALDH2	Homo sapiens (Human)	35
ALDH2	B0LUG2	unreviewed	B0LUG2_HUMAN	ALDH2	ALDH2	Homo sapiens (Human)	35
ALDH2	B4YAH7	unreviewed	B4YAH7_HUMAN	ALDH2	ALDH2	Homo sapiens (Human)	247
ALDH2	F8VSB0	unreviewed	F8VSB0_HUMAN	"Aldehyde dehydrogenase, mitochondrial"	ALDH2	Homo sapiens (Human)	79
ALDH2	Q9UN17	unreviewed	Q9UN17_HUMAN	"Mitochondrial aldehyde dehydrogenase 2, EC 1.2.1.3"	ALDH2	Homo sapiens (Human)	38
ALDH2	S4R3S4	unreviewed	S4R3S4_HUMAN	"Aldehyde dehydrogenase, mitochondrial"	ALDH2	Homo sapiens (Human)	117
ALK	Q9UM73	reviewed	ALK_HUMAN	"ALK tyrosine kinase receptor, EC 2.7.10.1 (Anaplastic lymphoma kinase) (CD antigen CD246)"	ALK	Homo sapiens (Human)	1620
ALK	A0A087WZL3	unreviewed	A0A087WZL3_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1243
ALK	A0A0K2YUJ3	unreviewed	A0A0K2YUJ3_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	552
ALK	B2MXD7	unreviewed	B2MXD7_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	20
ALK	B2MXD8	unreviewed	B2MXD8_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	17
ALK	B2MXD9	unreviewed	B2MXD9_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	15
ALK	B2MXE0	unreviewed	B2MXE0_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	10
ALK	B2MXE1	unreviewed	B2MXE1_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	11
ALK	B2MXE2	unreviewed	B2MXE2_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	12
ALK	B2MXE3	unreviewed	B2MXE3_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	20
ALK	B2MXE4	unreviewed	B2MXE4_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	14
ALK	B2MXE5	unreviewed	B2MXE5_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	13
ALK	B2MXE6	unreviewed	B2MXE6_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	12
ALK	B2MXE7	unreviewed	B2MXE7_HUMAN	Anaplastic lymphoma kinase	ALK	Homo sapiens (Human)	13
ALK	B6D4Y1	unreviewed	B6D4Y1_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	B6D4Y2	unreviewed	B6D4Y2_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	B6D4Y3	unreviewed	B6D4Y3_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	B6D4Y5	unreviewed	B6D4Y5_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	B6D4Y6	unreviewed	B6D4Y6_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	B6D4Y7	unreviewed	B6D4Y7_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	B6D4Y8	unreviewed	B6D4Y8_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	D1MAM0	unreviewed	D1MAM0_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	D1MAM1	unreviewed	D1MAM1_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	D1MAM2	unreviewed	D1MAM2_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	D1MAM3	unreviewed	D1MAM3_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	D1MAM4	unreviewed	D1MAM4_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	D1MAM5	unreviewed	D1MAM5_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	E7EPW7	unreviewed	E7EPW7_HUMAN	ALK tyrosine kinase receptor	ALK	Homo sapiens (Human)	129
ALK	F0UY65	unreviewed	F0UY65_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	F0UY66	unreviewed	F0UY66_HUMAN	"Tyrosine-protein kinase receptor, EC 2.7.10.1"	ALK	Homo sapiens (Human)	1620
ALK	H7BZ33	unreviewed	H7BZ33_HUMAN	ALK tyrosine kinase receptor	ALK	Homo sapiens (Human)	152
ALK	Q580I3	unreviewed	Q580I3_HUMAN	Uncharacterized protein ALK	ALK	Homo sapiens (Human)	67
AMER1	Q5JTC6	reviewed	AMER1_HUMAN	"APC membrane recruitment protein 1, Amer1 (Protein FAM123B) (Wilms tumor gene on the X chromosome protein)"	AMER1 FAM123B WTX	Homo sapiens (Human)	1135
ANK1	P16157	reviewed	ANK1_HUMAN	"Ankyrin-1, ANK-1 (Ankyrin-R) (Erythrocyte ankyrin)"	ANK1 ANK	Homo sapiens (Human)	1881
ANK1	A0A2R8Y4B0	unreviewed	A0A2R8Y4B0_HUMAN	Ankyrin-1	ANK1	Homo sapiens (Human)	553
ANK1	C9JN86	unreviewed	C9JN86_HUMAN	Ankyrin-1	ANK1	Homo sapiens (Human)	113
ANK1	H0YAY8	unreviewed	H0YAY8_HUMAN	Ankyrin-1	ANK1	Homo sapiens (Human)	177
ANK1	H0YBS0	unreviewed	H0YBS0_HUMAN	Ankyrin-1	ANK1	Homo sapiens (Human)	1040
ANK1	Q6PK32	unreviewed	Q6PK32_HUMAN	ANK1 protein (Ankyrin-1)	ANK1	Homo sapiens (Human)	131
APC	P25054	reviewed	APC_HUMAN	"Adenomatous polyposis coli protein, Protein APC (Deleted in polyposis 2.5)"	APC DP2.5	Homo sapiens (Human)	2843
APC	A0A087WYF3	unreviewed	A0A087WYF3_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	58
APC	A0A087X2F3	unreviewed	A0A087X2F3_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	51
APC	A0A1Y6IM53	unreviewed	A0A1Y6IM53_HUMAN	Adenomatous Polyposis Coli	APC	Homo sapiens (Human)	10
APC	A0A1Y6IM71	unreviewed	A0A1Y6IM71_HUMAN	Adenomatous Polyposis Coli	APC	Homo sapiens (Human)	103
APC	A0A1Y6IM94	unreviewed	A0A1Y6IM94_HUMAN	Adenomatous Polyposis Coli	APC	Homo sapiens (Human)	311
APC	A0A1Y6IM95	unreviewed	A0A1Y6IM95_HUMAN	Adenomatous Polyposis Coli	APC	Homo sapiens (Human)	311
APC	A0A1Y6IPP8	unreviewed	A0A1Y6IPP8_HUMAN	Adenomatous Polyposis Coli	APC	Homo sapiens (Human)	103
APC	A0A1Y6IQI2	unreviewed	A0A1Y6IQI2_HUMAN	Adenomatous Polyposis Coli	APC	Homo sapiens (Human)	103
APC	A0A1Y6IQK5	unreviewed	A0A1Y6IQK5_HUMAN	Adenomatous Polyposis Coli	APC	Homo sapiens (Human)	311
APC	A0A1Y6IRU6	unreviewed	A0A1Y6IRU6_HUMAN	Adenomatous Polyposis Coli	APC	Homo sapiens (Human)	311
APC	A0A224ANK2	unreviewed	A0A224ANK2_HUMAN	Adenomatous polyposis coli protein isoform b	APC	Homo sapiens (Human)	2843
APC	A0A224AV41	unreviewed	A0A224AV41_HUMAN	"Adenomatous polyposis coli protein isoform t (HCG2031476, isoform CRA_d)"	APC hCG_2031476	Homo sapiens (Human)	2853
APC	A0A2Q2SV78	unreviewed	A0A2Q2SV78_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	1135
APC	A0A386AVV0	unreviewed	A0A386AVV0_HUMAN	WNT signaling pathway regulator	APC	Homo sapiens (Human)	45
APC	A1YIQ7	unreviewed	A1YIQ7_HUMAN	Adenomatous polyposis coli	APC	Homo sapiens (Human)	100
APC	A1YIX6	unreviewed	A1YIX6_HUMAN	Truncated adenomatous polyposis coli	APC	Homo sapiens (Human)	10
APC	A1YR11	unreviewed	A1YR11_HUMAN	Adenomatosis polyposis coli	APC	Homo sapiens (Human)	99
APC	A5HB94	unreviewed	A5HB94_HUMAN	Adenomatosis polyposis coli	APC	Homo sapiens (Human)	100
APC	A5HB95	unreviewed	A5HB95_HUMAN	Adenomatosis polyposis coli	APC	Homo sapiens (Human)	100
APC	A5HB96	unreviewed	A5HB96_HUMAN	Adenomatosis polyposis coli	APC	Homo sapiens (Human)	99
APC	A5HB97	unreviewed	A5HB97_HUMAN	Adenomatosis polyposis coli	APC	Homo sapiens (Human)	99
APC	A5JUM6	unreviewed	A5JUM6_HUMAN	Truncated adenomatosis polyposis coli tumor suppressor	APC	Homo sapiens (Human)	56
APC	A5JUM7	unreviewed	A5JUM7_HUMAN	Truncated adenomatosis polyposis coli tumor suppressor	APC	Homo sapiens (Human)	79
APC	A5JUM8	unreviewed	A5JUM8_HUMAN	Adenomatosis polyposis coli tumor suppressor	APC	Homo sapiens (Human)	99
APC	A5JUM9	unreviewed	A5JUM9_HUMAN	Truncated adenomatosis polyposis coli tumor suppressor	APC	Homo sapiens (Human)	98
APC	D6RFL6	unreviewed	D6RFL6_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	118
APC	E7EMH9	unreviewed	E7EMH9_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	287
APC	E9PFT7	unreviewed	E9PFT7_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	1304
APC	Q16097	unreviewed	Q16097_HUMAN	APC protein	APC	Homo sapiens (Human)	38
APC	Q16098	unreviewed	Q16098_HUMAN	APC protein	APC	Homo sapiens (Human)	39
APC	Q5EBR8	unreviewed	Q5EBR8_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	18
APC	Q5EBR9	unreviewed	Q5EBR9_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	17
APC	Q5EEK4	unreviewed	Q5EEK4_HUMAN	Adenomatous polyposisi coli	APC	Homo sapiens (Human)	16
APC	Q7Z2Q8	unreviewed	Q7Z2Q8_HUMAN	APC protein	APC	Homo sapiens (Human)	159
APC	Q9HAW6	unreviewed	Q9HAW6_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	108
APC	Q9P119	unreviewed	Q9P119_HUMAN	Adenomatosis polyposis coli tumor suppressor	APC	Homo sapiens (Human)	208
APC	Q9UM98	unreviewed	Q9UM98_HUMAN	APC protein	APC	Homo sapiens (Human)	29
APC	R4GMU6	unreviewed	R4GMU6_HUMAN	Adenomatous polyposis coli protein	APC	Homo sapiens (Human)	272
APOBEC3B	Q9UH17	reviewed	ABC3B_HUMAN	"DNA dC->dU-editing enzyme APOBEC-3B, A3B, EC 3.5.4.38 (Phorbolin-1-related protein) (Phorbolin-2/3)"	APOBEC3B	Homo sapiens (Human)	382
APOBEC3B	B0QYD3	unreviewed	B0QYD3_HUMAN	DNA dC->dU-editing enzyme APOBEC-3B	APOBEC3B	Homo sapiens (Human)	490
APOBEC3B	W0HJ78	unreviewed	W0HJ78_HUMAN	"Apolipoprotein B mRNA editing enzyme catalytic polypeptide-like 3B (Apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B, isoform CRA_c)"	APOBEC3B hCG_1735023	Homo sapiens (Human)	382
AR	P10275	reviewed	ANDR_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR DHTR NR3C4	Homo sapiens (Human)	920
AR	A0A087WUX9	unreviewed	A0A087WUX9_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	572
AR	A0A087X1B6	unreviewed	A0A087X1B6_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	737
AR	A0A3G2C3P2	unreviewed	A0A3G2C3P2_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	163
AR	A0A6H0MAB3	unreviewed	A0A6H0MAB3_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	95
AR	A0A6H0MAE6	unreviewed	A0A6H0MAE6_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	95
AR	A0A7I2PS51	unreviewed	A0A7I2PS51_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	92
AR	C0JKD5	unreviewed	C0JKD5_HUMAN	Androgen receptor splice variant 4b	AR	Homo sapiens (Human)	647
AR	C0JKD6	unreviewed	C0JKD6_HUMAN	Androgen receptor splice variant 5	AR	Homo sapiens (Human)	682
AR	C0JKD7	unreviewed	C0JKD7_HUMAN	Androgen receptor splice variant 6	AR	Homo sapiens (Human)	643
AR	D2KF13	unreviewed	D2KF13_HUMAN	"Androgen receptor variant 5,6,7es"	AR	Homo sapiens (Human)	739
AR	D2Y6K2	unreviewed	D2Y6K2_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPP9	unreviewed	D3YPP9_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPQ0	unreviewed	D3YPQ0_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPQ1	unreviewed	D3YPQ1_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPQ2	unreviewed	D3YPQ2_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D3YPQ3	unreviewed	D3YPQ3_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	920
AR	D5M8Q2	unreviewed	D5M8Q2_HUMAN	Mutant androgen receptor isoform 1 transcript variant 1	AR	Homo sapiens (Human)	681
AR	E9PEG3	unreviewed	E9PEG3_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	600
AR	F5GZG9	unreviewed	F5GZG9_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	734
AR	Q13771	unreviewed	Q13771_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	730
AR	Q9UKJ6	unreviewed	Q9UKJ6_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	9
AR	V9GZH8	unreviewed	V9GZH8_HUMAN	AR protein	AR	Homo sapiens (Human)	8
AR	V9TLK5	unreviewed	V9TLK5_HUMAN	Androgen receptor	AR	Homo sapiens (Human)	262
AR	X5DNC5	unreviewed	X5DNC5_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Homo sapiens (Human)	919
ARAF	P10398	reviewed	ARAF_HUMAN	"Serine/threonine-protein kinase A-Raf, EC 2.7.11.1 (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1) (Proto-oncogene Pks)"	ARAF ARAF1 PKS PKS2	Homo sapiens (Human)	606
ARAF	A0A024R178	unreviewed	A0A024R178_HUMAN	"Non-specific serine/threonine protein kinase, EC 2.7.11.1"	ARAF hCG_29140	Homo sapiens (Human)	606
ARAF	A0A0S2Z3F2	unreviewed	A0A0S2Z3F2_HUMAN	"Non-specific serine/threonine protein kinase, EC 2.7.11.1"	ARAF	Homo sapiens (Human)	611
ARAF	Q96II5	unreviewed	Q96II5_HUMAN	"Non-specific serine/threonine protein kinase, EC 2.7.11.1"	ARAF	Homo sapiens (Human)	609
ARHGAP26	Q9UNA1	reviewed	RHG26_HUMAN	Rho GTPase-activating protein 26 (GTPase regulator associated with focal adhesion kinase) (Oligophrenin-1-like protein) (Rho-type GTPase-activating protein 26)	ARHGAP26 GRAF KIAA0621 OPHN1L	Homo sapiens (Human)	814
ARHGAP26	A0A0S2Z508	unreviewed	A0A0S2Z508_HUMAN	Rho GTPase activating protein 26 isoform 2	ARHGAP26	Homo sapiens (Human)	681
ARHGAP26	A0A0S2Z536	unreviewed	A0A0S2Z536_HUMAN	Rho GTPase-activating protein 26 (Rho-type GTPase-activating protein 26)	ARHGAP26	Homo sapiens (Human)	759
ARHGAP26	A0A2R8Y5C0	unreviewed	A0A2R8Y5C0_HUMAN	Rho GTPase-activating protein 26	ARHGAP26	Homo sapiens (Human)	338
ARHGAP26	A0A2R8YDK5	unreviewed	A0A2R8YDK5_HUMAN	Rho GTPase-activating protein 26	ARHGAP26	Homo sapiens (Human)	161
ARHGAP26	A0A2R8YGB3	unreviewed	A0A2R8YGB3_HUMAN	Rho GTPase-activating protein 26 (Rho-type GTPase-activating protein 26)	ARHGAP26	Homo sapiens (Human)	686
ARHGAP26	A0A2X0SSF1	unreviewed	A0A2X0SSF1_HUMAN	Rho GTPase-activating protein 26 (Rho-type GTPase-activating protein 26)	ARHGAP26	Homo sapiens (Human)	816
ARHGAP26	C9J6V4	unreviewed	C9J6V4_HUMAN	Rho GTPase-activating protein 26	ARHGAP26	Homo sapiens (Human)	91
ARHGAP26	D9ZGG7	unreviewed	D9ZGG7_HUMAN	Rho GTPase activating protein 26 variant 3	ARHGAP26	Homo sapiens (Human)	149
ARHGAP26	H0Y4P9	unreviewed	H0Y4P9_HUMAN	Rho GTPase-activating protein 26 (Rho-type GTPase-activating protein 26)	ARHGAP26	Homo sapiens (Human)	388
ARHGAP26	H0Y835	unreviewed	H0Y835_HUMAN	Rho GTPase-activating protein 26 (Rho-type GTPase-activating protein 26)	ARHGAP26	Homo sapiens (Human)	294
ARHGAP26	H7BZE1	unreviewed	H7BZE1_HUMAN	Rho GTPase-activating protein 26	ARHGAP26	Homo sapiens (Human)	154
ARHGAP26	H7BZZ0	unreviewed	H7BZZ0_HUMAN	Rho GTPase-activating protein 26	ARHGAP26	Homo sapiens (Human)	97
ARHGAP26	H7C1J1	unreviewed	H7C1J1_HUMAN	Rho GTPase-activating protein 26	ARHGAP26	Homo sapiens (Human)	127
ARHGAP26	H7C205	unreviewed	H7C205_HUMAN	Rho GTPase-activating protein 26	ARHGAP26	Homo sapiens (Human)	97
ARHGAP26	H7C3P8	unreviewed	H7C3P8_HUMAN	Rho GTPase-activating protein 26	ARHGAP26	Homo sapiens (Human)	127
ARHGAP35	Q9NRY4	reviewed	RHG35_HUMAN	"Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1, GRF-1) (Rho GAP p190A, p190-A)"	ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP	Homo sapiens (Human)	1499
ARHGAP35	A0A2X0SFV3	unreviewed	A0A2X0SFV3_HUMAN	ARHGAP35	ARHGAP35	Homo sapiens (Human)	1501
ARHGAP5	Q13017	reviewed	RHG05_HUMAN	Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5) (p190-B)	ARHGAP5 RHOGAP5	Homo sapiens (Human)	1502
ARHGAP5	A0A2X0SYS0	unreviewed	A0A2X0SYS0_HUMAN	ARHGAP5	ARHGAP5	Homo sapiens (Human)	1504
ARHGAP5	G3V360	unreviewed	G3V360_HUMAN	Rho GTPase-activating protein 5	ARHGAP5	Homo sapiens (Human)	137
ARHGAP5	G3V444	unreviewed	G3V444_HUMAN	Rho GTPase-activating protein 5	ARHGAP5	Homo sapiens (Human)	140
ARHGAP5	G3V5I7	unreviewed	G3V5I7_HUMAN	Rho GTPase-activating protein 5	ARHGAP5	Homo sapiens (Human)	37
ARHGAP5	H0YK04	unreviewed	H0YK04_HUMAN	Rho GTPase-activating protein 5	ARHGAP5	Homo sapiens (Human)	148
ARHGAP5	L8E796	unreviewed	L8E796_HUMAN	Alternative protein ARHGAP5	ARHGAP5	Homo sapiens (Human)	90
ARHGEF10	O15013	reviewed	ARHGA_HUMAN	Rho guanine nucleotide exchange factor 10	ARHGEF10 KIAA0294	Homo sapiens (Human)	1369
ARHGEF10	A0A2X0U4L4	unreviewed	A0A2X0U4L4_HUMAN	ARHGEF10	ARHGEF10	Homo sapiens (Human)	1346
ARHGEF10	E9PB39	unreviewed	E9PB39_HUMAN	Rho guanine nucleotide exchange factor 10	ARHGEF10	Homo sapiens (Human)	380
ARHGEF10	H0YAN8	unreviewed	H0YAN8_HUMAN	Rho guanine nucleotide exchange factor 10	ARHGEF10	Homo sapiens (Human)	988
ARHGEF10L	Q9HCE6	reviewed	ARGAL_HUMAN	Rho guanine nucleotide exchange factor 10-like protein (GrinchGEF)	ARHGEF10L GRINCHGEF KIAA1626	Homo sapiens (Human)	1279
ARHGEF10L	A0A2X0U2F8	unreviewed	A0A2X0U2F8_HUMAN	ARHGEF10L	ARHGEF10L	Homo sapiens (Human)	1279
ARHGEF10L	A0A384DVK7	unreviewed	A0A384DVK7_HUMAN	Rho guanine nucleotide exchange factor 10-like protein	ARHGEF10L	Homo sapiens (Human)	611
ARHGEF10L	Q5VXI4	unreviewed	Q5VXI4_HUMAN	Rho guanine nucleotide exchange factor 10-like protein	ARHGEF10L	Homo sapiens (Human)	1052
ARHGEF12	Q9NZN5	reviewed	ARHGC_HUMAN	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	ARHGEF12 KIAA0382 LARG	Homo sapiens (Human)	1544
ARHGEF12	A0A2X0SFF5	unreviewed	A0A2X0SFF5_HUMAN	ARHGEF12	ARHGEF12	Homo sapiens (Human)	1553
ARHGEF12	E9PMR6	unreviewed	E9PMR6_HUMAN	Rho guanine nucleotide exchange factor 12	ARHGEF12	Homo sapiens (Human)	1441
ARID1A	O14497	reviewed	ARI1A_HUMAN	"AT-rich interactive domain-containing protein 1A, ARID domain-containing protein 1A (B120) (BRG1-associated factor 250, BAF250) (BRG1-associated factor 250a, BAF250A) (Osa homolog 1, hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)"	ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1	Homo sapiens (Human)	2285
ARID1A	A0A0S2Q0B1	unreviewed	A0A0S2Q0B1_HUMAN	AT-rich interactive domain-containing protein 1A	ARID1A	Homo sapiens (Human)	2285
ARID1A	A0A1B0GTU5	unreviewed	A0A1B0GTU5_HUMAN	AT-rich interactive domain-containing protein 1A	ARID1A	Homo sapiens (Human)	1903
ARID1A	A0A1B0GVT5	unreviewed	A0A1B0GVT5_HUMAN	AT-rich interactive domain-containing protein 1A	ARID1A	Homo sapiens (Human)	206
ARID1A	A4FU79	unreviewed	A4FU79_HUMAN	ARID1A protein	ARID1A	Homo sapiens (Human)	164
ARID1A	C1KEN7	unreviewed	C1KEN7_HUMAN	ARID1A	ARID1A	Homo sapiens (Human)	37
ARID1A	E9PQW6	unreviewed	E9PQW6_HUMAN	AT-rich interactive domain-containing protein 1A	ARID1A	Homo sapiens (Human)	122
ARID1A	H0Y488	unreviewed	H0Y488_HUMAN	AT-rich interactive domain-containing protein 1A	ARID1A	Homo sapiens (Human)	1901
ARID1A	H0YCU6	unreviewed	H0YCU6_HUMAN	AT-rich interactive domain-containing protein 1A	ARID1A	Homo sapiens (Human)	144
ARID1A	H0YEW5	unreviewed	H0YEW5_HUMAN	AT-rich interactive domain-containing protein 1A	ARID1A	Homo sapiens (Human)	188
ARID1B	Q8NFD5	reviewed	ARI1B_HUMAN	"AT-rich interactive domain-containing protein 1B, ARID domain-containing protein 1B (BRG1-associated factor 250b, BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2, hOsa2) (p250R)"	ARID1B BAF250B DAN15 KIAA1235 OSA2	Homo sapiens (Human)	2319
ARID1B	A0A1B0GTE8	unreviewed	A0A1B0GTE8_HUMAN	AT-rich interactive domain-containing protein 1B	ARID1B	Homo sapiens (Human)	97
ARID1B	A0A1B0GTI6	unreviewed	A0A1B0GTI6_HUMAN	AT-rich interactive domain-containing protein 1B	ARID1B	Homo sapiens (Human)	312
